task_id,domain,source_file,n_tool_calls_annotated,n_dependency_layers_graph,dependency_graph_path,has_persistent_write,write_tools_found,has_high_risk_write,evaluator_available,c1_min_tool_calls,c2_min_3_dep_layers,c3_has_persistent_write,c4_has_high_risk_write,c5_evaluator_available,included,exclusion_reasons
[mobile_data_issue]data_saver_mode_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d2d98e37c4f3dda7.json,True,toggle_data_saver_mode,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_bb6d7a99a2ec1fda.json,True,set_network_mode_preference,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_vpn[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_a6ef83b415dff851.json,True,disconnect_vpn,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_usage_exceeded[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_12324af4fba6234d.json,True,refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|user_abroad_roaming_enabled_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_f39b7d4a98b19c76.json,True,toggle_airplane_mode|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_b19dd558b9964f97.json,True,toggle_airplane_mode|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_938ca34b3d93b32a.json,True,toggle_airplane_mode|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|data_saver_mode_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_e301f612b4c6cd0a.json,True,toggle_airplane_mode|toggle_data_saver_mode,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_a18b9789089762da.json,True,toggle_airplane_mode|set_network_mode_preference,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|bad_vpn[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_9971427719205252.json,True,toggle_airplane_mode|disconnect_vpn,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]airplane_mode_on|data_usage_exceeded[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_3d8190e296dfa5b5.json,True,toggle_airplane_mode|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_mode_off|user_abroad_roaming_enabled_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_33f22fd6a9e55361.json,True,toggle_data|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_8719f499e261de89.json,True,toggle_data_saver_mode|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_54d9b00b00cfb6cc.json,True,set_network_mode_preference|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_vpn|user_abroad_roaming_enabled_off[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_bfc8804fd98de035.json,True,disconnect_vpn|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_fe290cfb6ea6437a.json,True,refuel_data|toggle_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_cecfa422fabf53ba.json,True,toggle_data|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_0680624bc7bb2d4c.json,True,toggle_data_saver_mode|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_934eed060d80522c.json,True,set_network_mode_preference|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_vpn|user_abroad_roaming_disabled_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_21355dbba0fde09b.json,True,disconnect_vpn|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_38c4b1f16ee25acc.json,True,refuel_data|enable_roaming,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_mode_off|data_saver_mode_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_49d9e9f84830974b.json,True,toggle_data|toggle_data_saver_mode,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference|data_mode_off[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_f2268f2b7ff975c0.json,True,set_network_mode_preference|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_vpn|data_mode_off[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_50a595c4ed6aa0d6.json,True,disconnect_vpn|toggle_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_mode_off|data_usage_exceeded[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_da89c59ab6b19593.json,True,toggle_data|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference|data_saver_mode_on[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_8b601d6294a2c6f2.json,True,set_network_mode_preference|toggle_data_saver_mode,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_vpn|data_saver_mode_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_160009e4bda575c9.json,True,disconnect_vpn|toggle_data_saver_mode,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]data_saver_mode_on|data_usage_exceeded[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_5cf9abbfe72dd5e4.json,True,toggle_data_saver_mode|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference|bad_vpn[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6677c6668f04febf.json,True,set_network_mode_preference|disconnect_vpn,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_network_preference|data_usage_exceeded[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6175b87dfdee2969.json,True,set_network_mode_preference|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[mobile_data_issue]bad_vpn|data_usage_exceeded[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_0023ff275294e253.json,True,disconnect_vpn|refuel_data,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[service_issue]airplane_mode_on[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_391c0ee67e222e00.json,True,toggle_airplane_mode,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[service_issue]unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_0aa3ba92e971f62c.json,True,reseat_sim_card,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[service_issue]lock_sim_card_pin[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_8539144e1ea490cb.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_9a23780add22f4b9.json,True,reset_apn_settings|reboot_device,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[service_issue]contract_end_suspension[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c4bfa4f4660b5144.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,2,2,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_4a31d49b85f7e98a.json,True,toggle_airplane_mode|reseat_sim_card,True,True,False,False,True,True,True,False,c1_min_tool_calls; c2_min_3_dep_layers
[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_55065d4520bab200.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|contract_end_suspension[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_2897d30ef8156238.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_da9094697cd64b09.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6f6dd099df57e1fc.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_d1a2619724a1613d.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_72608656de2258ba.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_99e8aaf171bfe01e.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|contract_end_suspension[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_345b9d89d0e64da2.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_4175e4aa2b6fe9a9.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|contract_end_suspension|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_975dd3c4628869a3.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_aee6f8e1bd2193ee.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_cc1028e62a9f6ce3.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_dc43eaecd8b78ade.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_7a62e75fd3afd565.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_461f5674f238ae9d.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_14c9984c6a14d4f4.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_165d6092c1593a64.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_731f216d388ee2f6.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c397eaf211cce192.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_5d2aaf7583c0675f.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_c2796949187a71d4.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_a71af361b26608e9.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_e883b10230a04343.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_3290c876b3b4925a.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_3670a7d788a7d6a9.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_42cedceafbb7a823.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_6120cba3d93d5c34.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_62e8764cb4dc7e05.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|overdue_bill_suspension|unseat_sim_card[PERSONA:None],telecom,/home/xqin5/multiaiagent/worktrees/tau2-clean/data/tau2/domains/telecom/tasks.json,1,1,/home/xqin5/multiaiagent/artifacts/task_audit/task_dependency_graphs/telecom_3c8faa7f09dff176.json,False,,False,True,False,False,False,False,True,False,c1_min_tool_calls; c2_min_3_dep_layers; c3_has_persistent_write; c4_has_high_risk_write
